ticker,quarter,ma_event,ma_window,mna_jump_allow,total_production_raw,oil_production_raw,total_oil_ratio,oil_qc_flag,total_production_clean,oil_production_clean,production_qoq_log_raw,production_qoq_threshold,pending_regime_value,pending_regime_quarter,total_prod_yoy_raw,total_prod_yoy_clean,total_qc_flag,production_qc_flag
EOG,2016Q3,0.0,0.0,0.0,552.1,1184.0,0.4663006756756757,REJECT_OIL_RATIO,,,,,552.1,2016Q3,,,PENDING_INITIAL_REGIME,PENDING_INITIAL_REGIME
EOG,2016Q4,0.0,0.0,0.0,560.0,1175.0,0.4765957446808511,REJECT_OIL_RATIO,560.0,,,,,,,,INITIAL_REGIME_CONFIRMED,INITIAL_REGIME_CONFIRMED
EOG,2017Q1,0.0,0.0,0.0,560.3,1136.5,0.49300483941926965,REJECT_OIL_RATIO,560.3,,0.05355708420439427,35.0,,,,,OK,OK
EOG,2017Q2,0.0,0.0,0.0,587.4,1145.0,0.5130131004366812,REJECT_OIL_RATIO,587.4,,4.723366419328088,35.0,,,,,OK,OK
EOG,2017Q3,0.0,0.0,0.0,591.0,1120.0,0.5276785714285714,REJECT_OIL_RATIO,591.0,,0.6109998641578473,35.0,,,6.808682811609922,,OK,OK
EOG,2017Q4,0.0,0.0,0.0,608.9,1152.5,0.5283297180043384,REJECT_OIL_RATIO,608.9,,2.983803320843009,35.0,,,8.371726688533347,8.371726688533347,OK,OK
EOG,2018Q1,0.0,0.0,0.0,615.3,1117.0,0.5508504923903312,REJECT_OIL_RATIO,615.3,,1.0455903131916209,35.0,,,9.363759917520579,9.363759917520579,OK,OK
EOG,2018Q2,0.0,0.0,0.0,653.05,1162.0,0.5620051635111876,REJECT_OIL_RATIO,653.05,,5.954374227708563,35.0,,,10.594767725901052,10.594767725901052,OK,OK
EOG,2018Q3,0.0,0.0,0.0,673.45,1166.0,0.577572898799314,REJECT_OIL_RATIO,673.45,,3.0760058021293837,35.0,,,13.059773663872578,13.059773663872578,OK,OK
EOG,2018Q4,0.0,0.0,0.0,719.2,1219.0,0.5899917965545529,REJECT_OIL_RATIO,719.2,,6.572572911258671,35.0,,,16.648543254288214,16.648543254288214,OK,OK
EOG,2019Q1,0.0,0.0,0.0,716.75,1242.0,0.5770933977455717,REJECT_OIL_RATIO,716.75,,-0.3412378393931388,35.0,,,15.261715101703475,15.261715101703475,OK,OK
EOG,2019Q2,0.0,0.0,0.0,812.8,1356.0,0.5994100294985251,REJECT_OIL_RATIO,812.8,,12.575797206073814,35.0,,,21.883138080068726,21.883138080068726,OK,OK
EOG,2019Q3,0.0,0.0,0.0,834.2,1373.0,0.6075746540422433,REJECT_OIL_RATIO,834.2,,2.5988104938627434,35.0,,,21.405942771802106,21.405942771802106,OK,OK
EOG,2019Q4,0.0,0.0,0.0,850.3,1425.0,0.5967017543859648,REJECT_OIL_RATIO,850.3,,1.9116046628901824,35.0,,,16.744974523433623,16.744974523433623,OK,OK
EOG,2020Q1,0.0,0.0,0.0,874.1,1378.0,0.6343251088534108,REJECT_OIL_RATIO,874.1,,2.7605557194695596,35.0,,,19.846768082296304,19.846768082296304,OK,OK
EOG,2020Q2,0.0,0.0,0.0,623.4,1147.0,0.5435047951176983,REJECT_OIL_RATIO,623.4,,-33.80064182532056,35.0,,,-26.529670949098072,-26.529670949098072,OK,OK
EOG,2020Q3,0.0,0.0,0.0,716.0,1190.0,0.6016806722689075,REJECT_OIL_RATIO,716.0,,13.849179962740884,35.0,,,-15.279301480219932,-15.279301480219932,OK,OK
EOG,2020Q4,0.0,0.0,0.0,801.5,1292.0,0.6203560371517027,REJECT_OIL_RATIO,801.5,,11.280480508896199,35.0,,,-5.910425634213914,-5.910425634213914,OK,OK
EOG,2021Q1,0.0,0.0,0.0,778.9,1378.0,0.5652394775036285,REJECT_OIL_RATIO,778.9,,-2.8602304123704814,35.0,,,-11.531211766053943,-11.531211766053943,OK,OK
EOG,2021Q2,0.0,0.0,0.0,828.0,1445.0,0.5730103806228374,REJECT_OIL_RATIO,828.0,,6.113048645935697,35.0,,,28.382478705202303,28.382478705202303,OK,OK
EOG,2021Q3,0.0,0.0,0.0,844.4,1422.0,0.5938115330520394,REJECT_OIL_RATIO,844.4,,1.9613161588905765,35.0,,,16.49461490135199,16.49461490135199,OK,OK
EOG,2021Q4,0.0,0.0,0.0,302.5,1534.0,0.1971968709256845,REJECT_OIL_RATIO,,,-102.65450385032693,35.0,302.5,2021Q4,-97.44036945787116,,REJECT_QOQ_JUMP_PENDING,REJECT_QOQ_JUMP_PENDING
EOG,2022Q1,0.0,0.0,0.0,883.3,1458.0,0.6058299039780521,REJECT_OIL_RATIO,883.3,,4.503857777692104,49.49747468305833,,,12.578222582518375,12.578222582518375,OK,OK
EOG,2022Q2,0.0,0.0,0.0,920.7,1528.0,0.6025523560209425,REJECT_OIL_RATIO,920.7,,4.146935654271381,35.0,,,10.612109590854056,10.612109590854056,OK,OK
EOG,2022Q3,0.0,0.0,0.0,919.2,1469.0,0.6257317903335603,REJECT_OIL_RATIO,919.2,,-0.163052375925429,35.0,,,8.48774105603804,8.48774105603804,OK,OK
EOG,2022Q4,0.0,0.0,0.0,331.5,1534.0,0.21610169491525424,REJECT_OIL_RATIO,,,-101.98759169086287,35.0,331.5,2022Q4,9.154653215502103,,REJECT_QOQ_JUMP_PENDING,REJECT_QOQ_JUMP_PENDING
EOG,2023Q1,0.0,0.0,0.0,883.3,1458.0,0.6058299039780521,REJECT_OIL_RATIO,883.3,,-3.9838832783459455,49.49747468305833,,,0.0,0.0,OK,OK
EOG,2023Q2,0.0,0.0,0.0,883.3,1458.0,0.6058299039780521,REJECT_OIL_RATIO,883.3,,0.0,35.0,,,-4.146935654271374,-4.146935654271374,OK,OK
EOG,2023Q3,0.0,0.0,0.0,883.3,1458.0,0.6058299039780521,REJECT_OIL_RATIO,883.3,,0.0,35.0,,,-3.9838832783459455,-3.9838832783459455,OK,OK
EOG,2023Q4,0.0,0.0,0.0,359.4,1458.0,0.2465020576131687,REJECT_OIL_RATIO,,,-89.9228919401628,35.0,359.4,2023Q4,8.08081647235414,,REJECT_QOQ_JUMP_PENDING,REJECT_QOQ_JUMP_PENDING
EOG,2024Q1,0.0,0.0,0.0,970.3,1668.0,0.5817146282973621,REJECT_OIL_RATIO,970.3,,9.394040828016715,49.49747468305833,,,9.394040828016715,9.394040828016715,OK,OK
EOG,2024Q2,0.0,0.0,0.0,970.3,1668.0,0.5817146282973621,REJECT_OIL_RATIO,970.3,,0.0,35.0,,,9.394040828016715,9.394040828016715,OK,OK
EOG,2024Q3,0.0,0.0,0.0,970.3,1668.0,0.5817146282973621,REJECT_OIL_RATIO,970.3,,0.0,35.0,,,9.394040828016715,9.394040828016715,OK,OK
EOG,2024Q4,0.0,0.0,0.0,388.7,1668.0,0.23303357314148682,REJECT_OIL_RATIO,,,-91.47974641730762,35.0,388.7,2024Q4,7.837186350871879,,REJECT_QOQ_JUMP_PENDING,REJECT_QOQ_JUMP_PENDING
EOG,2025Q1,0.0,0.0,0.0,1047.5,1872.0,0.5595619658119658,REJECT_OIL_RATIO,1047.5,,7.655634976503905,49.49747468305833,,,7.655634976503905,7.655634976503905,OK,OK
EOG,2025Q2,0.0,0.0,0.0,1062.1,1948.0,0.5452258726899384,REJECT_OIL_RATIO,1062.1,,1.3841707531201048,35.0,,,9.039805729624009,9.039805729624009,OK,OK
EOG,2025Q3,1.0,1.0,1.0,1062.1,1948.0,0.5452258726899384,REJECT_OIL_RATIO,1062.1,,0.0,35.0,,,9.039805729624009,9.039805729624009,OK,OK
EOG,2025Q4,0.0,1.0,1.0,1232.2,1948.0,0.6325462012320329,REJECT_OIL_RATIO,1232.2,,14.855310925297646,35.0,,,115.37486307222929,,OK,OK
EOG,2026Q1,0.0,1.0,1.0,1232.2,1948.0,0.6325462012320329,REJECT_OIL_RATIO,1232.2,,0.0,35.0,,,16.239481678417754,16.239481678417754,OK,OK
EOG,2026Q2,0.0,1.0,1.0,1232.2,1948.0,0.6325462012320329,REJECT_OIL_RATIO,1232.2,,0.0,35.0,,,14.855310925297646,14.855310925297646,OK,OK
EOG,2026Q3,0.0,1.0,1.0,,,,MISSING,,,,,,,,,MISSING,MISSING
