period,segment,reported_segment_label,sales_usd,operating_profit_usd,operating_margin_pct,filing_period,filing_date,source_url,source_path,source_sha256,table_index,reported_basis,history_authority,original_sales_usd,original_operating_profit_usd,sales_revision_usd,operating_profit_revision_usd,material_scope_revision
2020Q3,mission_technologies,Technical Solutions,320000000.0,21000000.0,6.5625,2021Q3,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000034/hii2021q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-11-04_0001501585-21-000034_EX-99.1_hii2021q3earningsrelease.htm,7e596583de14f1b5e1714e6176197d0f6f5fbf58b634622f53e603a1aa20bde1,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,320000000.0,21000000.0,0.0,0.0,False
2020Q3,newport_news_shipbuilding,Newport News,1358000000.0,79000000.0,5.817378497790869,2021Q3,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000034/hii2021q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-11-04_0001501585-21-000034_EX-99.1_hii2021q3earningsrelease.htm,7e596583de14f1b5e1714e6176197d0f6f5fbf58b634622f53e603a1aa20bde1,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1358000000.0,79000000.0,0.0,0.0,False
2020Q4,ingalls_shipbuilding,Ingalls,752000000.0,96000000.0,12.76595744680851,2021Q4,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000004/hii2021q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-10_0001501585-22-000004_EX-99.1_hii2021q4earningsrelease.htm,16806c4afb800a60874caa081d378f70c373d51d373314c5a054e72df708bb6b,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,752000000.0,96000000.0,0.0,0.0,False
2020Q4,mission_technologies,Technical Solutions,311000000.0,18000000.0,5.787781350482315,2021Q4,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000004/hii2021q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-10_0001501585-22-000004_EX-99.1_hii2021q4earningsrelease.htm,16806c4afb800a60874caa081d378f70c373d51d373314c5a054e72df708bb6b,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,311000000.0,18000000.0,0.0,0.0,False
2020Q4,newport_news_shipbuilding,Newport News,1750000000.0,128000000.0,7.314285714285715,2021Q4,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000004/hii2021q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-10_0001501585-22-000004_EX-99.1_hii2021q4earningsrelease.htm,16806c4afb800a60874caa081d378f70c373d51d373314c5a054e72df708bb6b,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1750000000.0,128000000.0,0.0,0.0,False
2021Q1,ingalls_shipbuilding,Ingalls,649000000.0,91000000.0,14.021571648690292,2022Q1,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000011/hii2022q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-05-05_0001501585-22-000011_EX-99.1_hii2022q1earningsrelease.htm,f9a87909fbf6691bb78f3353e1e8bdb076c53cb71ed7ab3bc1a84cfa2dca4e44,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,649000000.0,91000000.0,0.0,0.0,False
2021Q1,mission_technologies,Mission Technologies,259000000.0,7000000.0,2.7027027027027026,2022Q1,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000011/hii2022q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-05-05_0001501585-22-000011_EX-99.1_hii2022q1earningsrelease.htm,f9a87909fbf6691bb78f3353e1e8bdb076c53cb71ed7ab3bc1a84cfa2dca4e44,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,259000000.0,7000000.0,0.0,0.0,False
2021Q1,newport_news_shipbuilding,Newport News,1407000000.0,93000000.0,6.609808102345416,2022Q1,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000011/hii2022q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-05-05_0001501585-22-000011_EX-99.1_hii2022q1earningsrelease.htm,f9a87909fbf6691bb78f3353e1e8bdb076c53cb71ed7ab3bc1a84cfa2dca4e44,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1407000000.0,93000000.0,0.0,0.0,False
2021Q2,ingalls_shipbuilding,Ingalls,670000000.0,80000000.0,11.940298507462686,2022Q2,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000024/hii2022q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-08-04_0001501585-22-000024_EX-99.1_hii2022q2earningsrelease.htm,8f89ec6976a19d4a076a8216abf0e05c0b745079390fcfc2c79da69ee7be077e,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,670000000.0,80000000.0,0.0,0.0,False
2021Q2,mission_technologies,Mission Technologies,237000000.0,13000000.0,5.485232067510549,2022Q2,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000024/hii2022q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-08-04_0001501585-22-000024_EX-99.1_hii2022q2earningsrelease.htm,8f89ec6976a19d4a076a8216abf0e05c0b745079390fcfc2c79da69ee7be077e,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,237000000.0,13000000.0,0.0,0.0,False
2021Q2,newport_news_shipbuilding,Newport News,1363000000.0,76000000.0,5.575935436537051,2022Q2,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000024/hii2022q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-08-04_0001501585-22-000024_EX-99.1_hii2022q2earningsrelease.htm,8f89ec6976a19d4a076a8216abf0e05c0b745079390fcfc2c79da69ee7be077e,11,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1363000000.0,76000000.0,0.0,0.0,False
2021Q3,ingalls_shipbuilding,Ingalls,628000000.0,62000000.0,9.872611464968154,2022Q3,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000032/hii2022q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-11-03_0001501585-22-000032_EX-99.1_hii2022q3earningsrelease.htm,5eb713a93b11d939105c5d3e2a38b1fc207a7e0e6280d6d7c2e92b05e9914a40,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,628000000.0,62000000.0,0.0,0.0,False
2021Q3,mission_technologies,Mission Technologies,394000000.0,13000000.0,3.2994923857868024,2022Q3,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000032/hii2022q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-11-03_0001501585-22-000032_EX-99.1_hii2022q3earningsrelease.htm,5eb713a93b11d939105c5d3e2a38b1fc207a7e0e6280d6d7c2e92b05e9914a40,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,394000000.0,13000000.0,0.0,0.0,False
2021Q3,newport_news_shipbuilding,Newport News,1354000000.0,88000000.0,6.499261447562777,2022Q3,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000032/hii2022q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-11-03_0001501585-22-000032_EX-99.1_hii2022q3earningsrelease.htm,5eb713a93b11d939105c5d3e2a38b1fc207a7e0e6280d6d7c2e92b05e9914a40,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1354000000.0,88000000.0,0.0,0.0,False
2021Q4,ingalls_shipbuilding,Ingalls,581000000.0,48000000.0,8.261617900172118,2022Q4,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000007/hii2022q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-02-09_0001501585-23-000007_EX-99.1_hii2022q4earningsrelease.htm,01d4fcdac111828bf23b354aac3c9175125409f4943b5ac3a256a3ca46219513,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,581000000.0,48000000.0,0.0,0.0,False
2021Q4,mission_technologies,Mission Technologies,586000000.0,17000000.0,2.901023890784983,2022Q4,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000007/hii2022q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-02-09_0001501585-23-000007_EX-99.1_hii2022q4earningsrelease.htm,01d4fcdac111828bf23b354aac3c9175125409f4943b5ac3a256a3ca46219513,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,586000000.0,17000000.0,0.0,0.0,False
2021Q4,newport_news_shipbuilding,Newport News,1539000000.0,95000000.0,6.172839506172839,2022Q4,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000007/hii2022q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-02-09_0001501585-23-000007_EX-99.1_hii2022q4earningsrelease.htm,01d4fcdac111828bf23b354aac3c9175125409f4943b5ac3a256a3ca46219513,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1539000000.0,95000000.0,0.0,0.0,False
2022Q1,ingalls_shipbuilding,Ingalls,631000000.0,86000000.0,13.629160063391444,2023Q1,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000014/hii2023q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-05-04_0001501585-23-000014_EX-99.1_hii2023q1earningsrelease.htm,e74480cf13137080f1a65ff2ae5319a68557aed5b1e2f5a09dc995cdaf3b762a,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,631000000.0,86000000.0,0.0,0.0,False
2022Q1,mission_technologies,Mission Technologies,590000000.0,9000000.0,1.5254237288135595,2023Q1,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000014/hii2023q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-05-04_0001501585-23-000014_EX-99.1_hii2023q1earningsrelease.htm,e74480cf13137080f1a65ff2ae5319a68557aed5b1e2f5a09dc995cdaf3b762a,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,590000000.0,9000000.0,0.0,0.0,False
2022Q1,newport_news_shipbuilding,Newport News,1390000000.0,81000000.0,5.827338129496403,2023Q1,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000014/hii2023q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-05-04_0001501585-23-000014_EX-99.1_hii2023q1earningsrelease.htm,e74480cf13137080f1a65ff2ae5319a68557aed5b1e2f5a09dc995cdaf3b762a,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1390000000.0,81000000.0,0.0,0.0,False
2022Q2,ingalls_shipbuilding,Ingalls,658000000.0,106000000.0,16.109422492401215,2023Q2,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000024/hii2023q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-08-03_0001501585-23-000024_EX-99.1_hii2023q2earningsrelease.htm,756cdd7a4f0e7e90f6b2bf5d59d7bcd4a62ddcf67a34c48228bab30606d01574,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,658000000.0,106000000.0,0.0,0.0,False
2022Q2,mission_technologies,Mission Technologies,600000000.0,25000000.0,4.166666666666666,2023Q2,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000024/hii2023q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-08-03_0001501585-23-000024_EX-99.1_hii2023q2earningsrelease.htm,756cdd7a4f0e7e90f6b2bf5d59d7bcd4a62ddcf67a34c48228bab30606d01574,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,600000000.0,25000000.0,0.0,0.0,False
2022Q2,newport_news_shipbuilding,Newport News,1433000000.0,94000000.0,6.559665038381018,2023Q2,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000024/hii2023q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-08-03_0001501585-23-000024_EX-99.1_hii2023q2earningsrelease.htm,756cdd7a4f0e7e90f6b2bf5d59d7bcd4a62ddcf67a34c48228bab30606d01574,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1433000000.0,94000000.0,0.0,0.0,False
2022Q3,ingalls_shipbuilding,Ingalls,623000000.0,50000000.0,8.025682182985554,2023Q3,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000030/hii2023q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-11-02_0001501585-23-000030_EX-99.1_hii2023q3earningsrelease.htm,e2d36dc345c09085e61dadf1a1e9054cc772db6836ec335b6bcc96ae83c4dd09,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,623000000.0,50000000.0,0.0,0.0,False
2022Q3,mission_technologies,Mission Technologies,595000000.0,14000000.0,2.3529411764705883,2023Q3,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000030/hii2023q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-11-02_0001501585-23-000030_EX-99.1_hii2023q3earningsrelease.htm,e2d36dc345c09085e61dadf1a1e9054cc772db6836ec335b6bcc96ae83c4dd09,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,595000000.0,14000000.0,0.0,0.0,False
2022Q3,newport_news_shipbuilding,Newport News,1445000000.0,102000000.0,7.0588235294117645,2023Q3,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000030/hii2023q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-11-02_0001501585-23-000030_EX-99.1_hii2023q3earningsrelease.htm,e2d36dc345c09085e61dadf1a1e9054cc772db6836ec335b6bcc96ae83c4dd09,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1445000000.0,102000000.0,0.0,0.0,False
2022Q4,ingalls_shipbuilding,Ingalls,658000000.0,50000000.0,7.598784194528875,2023Q4,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000005/hii2023q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-02-01_0001501585-24-000005_EX-99.1_hii2023q4earningsrelease.htm,a4820233db4b90b13c468a83841e9bbd976d7cb9a8ca51bb71961e1bef43664e,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,658000000.0,50000000.0,0.0,0.0,False
2022Q4,mission_technologies,Mission Technologies,602000000.0,15000000.0,2.4916943521594686,2023Q4,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000005/hii2023q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-02-01_0001501585-24-000005_EX-99.1_hii2023q4earningsrelease.htm,a4820233db4b90b13c468a83841e9bbd976d7cb9a8ca51bb71961e1bef43664e,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,602000000.0,15000000.0,0.0,0.0,False
2022Q4,newport_news_shipbuilding,Newport News,1584000000.0,80000000.0,5.05050505050505,2023Q4,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000005/hii2023q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-02-01_0001501585-24-000005_EX-99.1_hii2023q4earningsrelease.htm,a4820233db4b90b13c468a83841e9bbd976d7cb9a8ca51bb71961e1bef43664e,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1584000000.0,80000000.0,0.0,0.0,False
2023Q1,ingalls_shipbuilding,Ingalls,577000000.0,55000000.0,9.532062391681109,2024Q1,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000011/hii2024q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-05-02_0001501585-24-000011_EX-99.1_hii2024q1earningsrelease.htm,946aaa0632bd5132395e037ef9571c4a834320b7db5892396488c6068c1e4011,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,577000000.0,55000000.0,0.0,0.0,False
2023Q1,mission_technologies,Mission Technologies,624000000.0,17000000.0,2.7243589743589745,2024Q1,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000011/hii2024q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-05-02_0001501585-24-000011_EX-99.1_hii2024q1earningsrelease.htm,946aaa0632bd5132395e037ef9571c4a834320b7db5892396488c6068c1e4011,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,624000000.0,17000000.0,0.0,0.0,False
2023Q1,newport_news_shipbuilding,Newport News,1506000000.0,84000000.0,5.577689243027888,2024Q1,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000011/hii2024q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-05-02_0001501585-24-000011_EX-99.1_hii2024q1earningsrelease.htm,946aaa0632bd5132395e037ef9571c4a834320b7db5892396488c6068c1e4011,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,1506000000.0,84000000.0,0.0,0.0,False
2023Q2,ingalls_shipbuilding,Ingalls,664000000.0,65000000.0,9.789156626506024,2024Q2,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000034/hii2024q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-08-01_0001501585-24-000034_EX-99.1_hii2024q2earningsrelease.htm,ede2a686eb16d1cf047a45f1020ddffb3198e88c028e9661bdeee77263f4432b,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,664000000.0,65000000.0,0.0,0.0,False
2023Q2,mission_technologies,Mission Technologies,645000000.0,9000000.0,1.3953488372093024,2024Q2,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000034/hii2024q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-08-01_0001501585-24-000034_EX-99.1_hii2024q2earningsrelease.htm,ede2a686eb16d1cf047a45f1020ddffb3198e88c028e9661bdeee77263f4432b,9,CURRENT_RELEASE_PRIOR_YEAR_COMPARABLE,CURRENTLY_RECAST_COMPARABLE_HISTORY,645000000.0,9000000.0,0.0,0.0,False
