filing_date,period_of_report,document_type,document_name,source_url,stored_path,metadata_sha256,actual_sha256,hash_match,model_use,selection_reason,pdf_parsing_deferred
2016-09-14,2016-09-08,EX-99.3,a16-18148_1ex99d3.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465916144578/a16-18148_1ex99d3.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2016-09-14_0001104659-16-144578_EX-99.3_a16-18148_1ex99d3.htm,72d39d3741968f523cb9dd8ea0e12f95c35dd1826ded3ed54157167e5dd5fbbf,,,NOT_SELECTED,NON_EARNINGS_IR,True
2016-09-14,2016-09-08,EX-99.4,a16-18148_1ex99d4.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465916144578/a16-18148_1ex99d4.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2016-09-14_0001104659-16-144578_EX-99.4_a16-18148_1ex99d4.htm,1a866ec6db8da6c3122f45b3b55a1c06877618e724b710ec381aa86976e58eaa,,,NOT_SELECTED,NON_EARNINGS_IR,True
2016-09-14,2016-09-08,EX-99.5,a16-18148_1ex99d5.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465916144578/a16-18148_1ex99d5.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2016-09-14_0001104659-16-144578_EX-99.5_a16-18148_1ex99d5.htm,1cb987e901dc84ea06d0c3a07820771552c1d367b7c8e642839ece12ff837d66,,,NOT_SELECTED,NON_EARNINGS_IR,True
2016-10-17,2016-10-17,EX-99.1,ex991_retirement.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823016000688/ex991_retirement.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2016-10-17_0000018230-16-000688_EX-99.1_ex991_retirement.htm,4ffa638ce3b548ec82de39e195449ae6b3918f39ae8806f652e4e3c1fe60db6a,,,NOT_SELECTED,NON_EARNINGS_IR,True
2016-10-25,2016-10-25,EX-99.1,cat_exx991xq3x2016xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823016000702/cat_exx991xq3x2016xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2016-10-25_0000018230-16-000702_EX-99.1_cat_exx991xq3x2016xearning.htm,5dc6171f07c88f85a6d9d2b9f2d8d463f27e6bf9c31709f53eb76bed8ed2a327,,,NOT_SELECTED,NON_EARNINGS_IR,True
2016-12-01,2016-12-01,EX-99.1,december1presentation.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823016000738/december1presentation.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2016-12-01_0000018230-16-000738_EX-99.1_december1presentation.htm,f1e528263a7883f4312a8b1ce0228ca9f9d2f86b5f104c628c7b782f1f2ccffc,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-01-26,2017-01-26,EX-99.1,cat_exx991xq4x2016xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000034/cat_exx991xq4x2016xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-01-26_0000018230-17-000034_EX-99.1_cat_exx991xq4x2016xearning.htm,44f904f4ef8752e866eb48b16c7b82bd57ea36bc0c64813b40fd5eab6dfc65f4,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-04-12,2017-04-12,EX-99.1,exhibit991newdirector.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000127/exhibit991newdirector.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-04-12_0000018230-17-000127_EX-99.1_exhibit991newdirector.htm,2d701a86a2c630283269f7aa24535579d023199b1256d65d513dc436297aa1fd,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-04-25,2017-04-25,EX-99.1,cat_exx991xq1x2017xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000135/cat_exx991xq1x2017xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-04-25_0000018230-17-000135_EX-99.1_cat_exx991xq1x2017xearning.htm,14992cec2a29f216cfb68cc33b6deb60ce2b00c792c85719d6ecfc4d141583b3,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-06-14,2017-06-14,EX-99.1,finaldividendpressrelease_.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000172/finaldividendpressrelease_.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-06-14_0000018230-17-000172_EX-99.1_finaldividendpressrelease_.htm,842e1b31cd8b7841ba348bc06b11e3f7cff132be8eb0e641a549b5362ab2ffde,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-07-25,2017-07-25,EX-99.1,cat_exx991xq2x2017xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000226/cat_exx991xq2x2017xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-07-25_0000018230-17-000226_EX-99.1_cat_exx991xq2x2017xearning.htm,1f2d985ce4cac345868a19fec98479edafa41e3547c7a1799b32e7795f45a321,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-08-01,2017-07-31,EX-99.1,halverson_ex991.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000240/halverson_ex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-08-01_0000018230-17-000240_EX-99.1_halverson_ex991.htm,5235a3511952e52de56da08dedfd6cb7251a406094ef707ea16bd04c37e262cd,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-08-10,2017-08-09,EX-99.1,ex991director.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000253/ex991director.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-08-10_0000018230-17-000253_EX-99.1_ex991director.htm,64ca0fb30155fc9658ad343fbf0002591a28fe9ce7c6c4e1f6c842f62b5b5754,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-09-12,2017-09-07,EX-99.1,a17-21292_1ex99d1.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465917056770/a17-21292_1ex99d1.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-09-12_0001104659-17-056770_EX-99.1_a17-21292_1ex99d1.htm,ed808454216fbd782aae1429bbf42f88097de96fd0b69b2aaffd08874b3254f0,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-09-12,2017-09-07,EX-99.2,a17-21292_1ex99d2.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465917056770/a17-21292_1ex99d2.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-09-12_0001104659-17-056770_EX-99.2_a17-21292_1ex99d2.htm,dd322d811cb50a0eb2d971d449041d26e434b3690946b71a7ba9475e9a807070,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-09-12,2017-09-07,EX-99.3,a17-21292_1ex99d3.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465917056770/a17-21292_1ex99d3.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-09-12_0001104659-17-056770_EX-99.3_a17-21292_1ex99d3.htm,07c0a7405ff9fab06cb052072c24ba8430a1dab09b513b5bf7a320d444b6a7ee,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-09-12,2017-09-07,EX-99.4,a17-21292_1ex99d4.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465917056770/a17-21292_1ex99d4.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-09-12_0001104659-17-056770_EX-99.4_a17-21292_1ex99d4.htm,ffa1940b9559da7b5bc6102c9c3ff40bd41a16dad6a0a8abf4485eb8478465db,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-09-12,2017-09-07,EX-99.5,a17-21292_1ex99d5.htm,https://www.sec.gov/Archives/edgar/data/18230/000110465917056770/a17-21292_1ex99d5.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-09-12_0001104659-17-056770_EX-99.5_a17-21292_1ex99d5.htm,51d4b396196fefa7e47a1f79bb429714f0e32c382e8815089161badb4e638d67,,,NOT_SELECTED,NON_EARNINGS_IR,True
2017-10-24,2017-10-24,EX-99.1,cat_exx991xq3x2017xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823017000298/cat_exx991xq3x2017xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2017-10-24_0000018230-17-000298_EX-99.1_cat_exx991xq3x2017xearning.htm,570593aab67d7b5ce4a7a3fd75f9db365dc8c1a2739d5916880fae3bc056329a,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-01-25,2018-01-25,EX-99.1,cat_exx991xq4x2017xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000028/cat_exx991xq4x2017xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-01-25_0000018230-18-000028_EX-99.1_cat_exx991xq4x2017xearning.htm,7d57c06d89efefc0997d5f8e4c4d44505b316922286f881d2f333fd1b94debda,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-04-10,2018-04-06,EX-99.1,exhibit991040918caterpil.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000124/exhibit991040918caterpil.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-04-10_0000018230-18-000124_EX-99.1_exhibit991040918caterpil.htm,7bd406abf27dfa314f85a08121c691866ea4bbcb09ed49ec9083dd3d70a0f4a5,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-04-13,2018-04-11,EX-99.1,a041218_caterpillarannounc.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000126/a041218_caterpillarannounc.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-04-13_0000018230-18-000126_EX-99.1_a041218_caterpillarannounc.htm,7232bc862bdadbc1003c97345fa850d0d79956f3f95420867ed0ff19e77d2efd,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-04-24,2018-04-24,EX-99.1,cat_exx991x1qx2018xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000131/cat_exx991x1qx2018xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-04-24_0000018230-18-000131_EX-99.1_cat_exx991x1qx2018xearning.htm,ceb06c5bbceaba4cfb960ffc1056d3c149b50baa1cf3df4d2764f12e966d8cd8,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-05-04,2018-04-30,EX-99.1,caterpillarnamesnewcfo.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000143/caterpillarnamesnewcfo.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-05-04_0000018230-18-000143_EX-99.1_caterpillarnamesnewcfo.htm,9a47aef42ff243c654977b6e11e25d99af9ab76fd75d76df571c744862bf5faa,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-06-13,2018-06-13,EX-99.1,dividendreleasejune132018_.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000165/dividendreleasejune132018_.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-06-13_0000018230-18-000165_EX-99.1_dividendreleasejune132018_.htm,2fe18d6a4a32b47743e4c6a18434835c019a86320dd68a08bd808fde1c2d3d0a,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-07-30,2018-07-30,EX-99.1,cat_exx991x2qx2018xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000219/cat_exx991x2qx2018xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-07-30_0000018230-18-000219_EX-99.1_cat_exx991x2qx2018xearning.htm,8ad5b32321208c7215195055938152b3b595685d80d9c48bdb85c8eb6394f372,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-09-12,2018-09-06,EX-99.1,exhibit991.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000245/exhibit991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-09-12_0000018230-18-000245_EX-99.1_exhibit991.htm,517423c2feb674756fb88edbe058976c868b41ec47d1e2dd8d75ef3c476ce022,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-09-12,2018-09-06,EX-99.2,exhibit992.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000245/exhibit992.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-09-12_0000018230-18-000245_EX-99.2_exhibit992.htm,a6c2d2932756078d69f1834b3397b4c7c364b749d58e207968385503e22aedf0,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-09-12,2018-09-06,EX-99.3,exhibit993.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000245/exhibit993.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-09-12_0000018230-18-000245_EX-99.3_exhibit993.htm,9f809fb4a040881df477eac3624ffaad7f73a7f52fbca52dd4c109306eb693a3,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-09-12,2018-09-06,EX-99.4,exhibit994.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000245/exhibit994.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-09-12_0000018230-18-000245_EX-99.4_exhibit994.htm,1749bb5f20564d82082cf1d6652901427253537704e6d72ef97b776b1d534a4d,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-09-12,2018-09-06,EX-99.5,exhibit995.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000245/exhibit995.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-09-12_0000018230-18-000245_EX-99.5_exhibit995.htm,215fd94f83b3ca57b4c4f662690da91e336f446c6fa9a034faa91dfe1c05a52c,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-10-23,2018-10-23,EX-99.1,cat_exx991x3qx2018xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000277/cat_exx991x3qx2018xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-10-23_0000018230-18-000277_EX-99.1_cat_exx991x3qx2018xearning.htm,fd5d6d567646d2fd9866b88366a6a708b392cb8d8f275cff04b93433bcb0c1d4,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-10-23,2018-10-23,EX-99.1,cat_exx991x3qx2018xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000280/cat_exx991x3qx2018xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-10-23_0000018230-18-000280_EX-99.1_cat_exx991x3qx2018xearning.htm,ad6b593f37b99c247e6315c2919465a69124573e7a324b492d69395182e10d44,,,NOT_SELECTED,NON_EARNINGS_IR,True
2018-12-13,2018-12-12,EX-99.1,exhibit991_ceoxchairmanxpr.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823018000313/exhibit991_ceoxchairmanxpr.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2018-12-13_0000018230-18-000313_EX-99.1_exhibit991_ceoxchairmanxpr.htm,def2633dae507e8d55fb66cb26aaf3c8da6b7a1dc3d5c113ac9cf301035b39a7,,,NOT_SELECTED,NON_EARNINGS_IR,True
2019-01-28,2019-01-28,EX-99.1,a4q2018caterpillarincear.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823019000021/a4q2018caterpillarincear.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2019-01-28_0000018230-19-000021_EX-99.1_a4q2018caterpillarincear.htm,63936965a238de2f72cde0f9f49b09563a7b524ed7c56db0885c50aa2fb72378,,,NOT_SELECTED,NON_EARNINGS_IR,True
2019-04-24,2019-04-24,EX-99.1,cat_exx991x1qx2019xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823019000139/cat_exx991x1qx2019xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2019-04-24_0000018230-19-000139_EX-99.1_cat_exx991x1qx2019xearning.htm,af77db90447bbda7e70af6ef28419f74a89af91facc3af728a37c17cade752ca,,,NOT_SELECTED,NON_EARNINGS_IR,True
2019-05-02,2019-05-02,EX-99.1,exhibit991_050219xinvestor.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823019000146/exhibit991_050219xinvestor.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2019-05-02_0000018230-19-000146_EX-99.1_exhibit991_050219xinvestor.htm,109da09e260fecaee4824dd8dd1c42480056902b3e8131decad6686db9782d52,,,NOT_SELECTED,NON_EARNINGS_IR,True
2019-07-24,2019-07-24,EX-99.1,cat_exx991x2qx2019xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823019000212/cat_exx991x2qx2019xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2019-07-24_0000018230-19-000212_EX-99.1_cat_exx991x2qx2019xearning.htm,c2370b4951b6cf6a44ff4725f85e7269b8d6b6692f7c0088c8f0cbaa46b6dcc6,,,NOT_SELECTED,NON_EARNINGS_IR,True
2019-10-23,2019-10-23,EX-99.1,catex9913q2019earnings.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823019000266/catex9913q2019earnings.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2019-10-23_0000018230-19-000266_EX-99.1_catex9913q2019earnings.htm,3aaf404cf6100943ec6266bb1d5336d1062c46d2bbd0ed595f08f669d4e4f72d,,,NOT_SELECTED,NON_EARNINGS_IR,True
2020-01-31,2020-01-31,EX-99.1,catex9914q2019earnings.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823020000020/catex9914q2019earnings.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2020-01-31_0000018230-20-000020_EX-99.1_catex9914q2019earnings.htm,6fbc0396ef10752ad8eb5c880a8e2dfa841ab5b41dc36c1562cc88f18282d35a,,,NOT_SELECTED,NON_EARNINGS_IR,True
2020-03-26,2020-03-26,EX-99.1,exhibit99126mar2020.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823020000127/exhibit99126mar2020.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2020-03-26_0000018230-20-000127_EX-99.1_exhibit99126mar2020.htm,f24b173ee3bccfbaa509a591016cb0596c2478981aecc8ed23a53260d97b8fb0,,,NOT_SELECTED,NON_EARNINGS_IR,True
2020-04-28,2020-04-28,EX-99.1,catex9911q2020earnings.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823020000147/catex9911q2020earnings.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2020-04-28_0000018230-20-000147_EX-99.1_catex9911q2020earnings.htm,3028efe1d9ae260bfbcaceca8f97f0c588719876064b73d3d9057f774b942ed0,,,NOT_SELECTED,NON_EARNINGS_IR,True
2020-07-31,2020-07-31,EX-99.1,catex9912q2020earnings.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823020000210/catex9912q2020earnings.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2020-07-31_0000018230-20-000210_EX-99.1_catex9912q2020earnings.htm,fb8337194f70ddaceca9b536c076dc7bd46117c24ef007ae32b92b0e42af33ce,,,NOT_SELECTED,NON_EARNINGS_IR,True
2020-10-27,2020-10-27,EX-99.1,catex9913q2020earnings.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823020000273/catex9913q2020earnings.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2020-10-27_0000018230-20-000273_EX-99.1_catex9913q2020earnings.htm,48e588dddbf85bcb53fdd3dc1821a24e8c093c2fcfb98ce0df730db74b152e98,,,NOT_SELECTED,NON_EARNINGS_IR,True
2021-01-29,2021-01-29,EX-99.1,cat_exx991x4qx2020xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823021000026/cat_exx991x4qx2020xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2021-01-29_0000018230-21-000026_EX-99.1_cat_exx991x4qx2020xearning.htm,56cbda891363c3af747bd7823faa4a7d58fa886209b7dda7152757df56d28ca5,56cbda891363c3af747bd7823faa4a7d58fa886209b7dda7152757df56d28ca5,True,SEGMENT_ACTUAL,QUARTERLY_EARNINGS_RELEASE,True
2021-01-29,2021-01-29,EX-99.2,ex992_dec2020retailstats.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823021000026/ex992_dec2020retailstats.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2021-01-29_0000018230-21-000026_EX-99.2_ex992_dec2020retailstats.htm,7c9db4fd34dfe337b38aed81162e3dc04812e99a5d352514da85cd50bfa1af46,,,CONTEXT_ONLY,DEALER_RETAIL_CONTEXT,True
2021-03-03,2021-03-03,EX-99.1,ex_991xcaterpillarincannou.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823021000106/ex_991xcaterpillarincannou.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2021-03-03_0000018230-21-000106_EX-99.1_ex_991xcaterpillarincannou.htm,d10a230d7869aa2b03a3dd556c75a182da4985dc6f8eb561978c327943a25d13,,,NOT_SELECTED,NON_EARNINGS_IR,True
2021-04-16,2021-04-14,EX-99.1,a991_pressreleasexboardofd.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823021000138/a991_pressreleasexboardofd.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2021-04-16_0000018230-21-000138_EX-99.1_a991_pressreleasexboardofd.htm,d43944179b11222b38c46b54279e0c2591075fadf25b3124df0d6a5a2aee9450,,,NOT_SELECTED,NON_EARNINGS_IR,True
2021-04-29,2021-04-29,EX-99.1,cat_exx991x1qx2021xearning.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823021000145/cat_exx991x1qx2021xearning.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CAT\2021-04-29_0000018230-21-000145_EX-99.1_cat_exx991x1qx2021xearning.htm,70a9dd1a3130ff1cd9ac1cae2116a12871de199bb407c09d18f0cbf75e15dbd8,70a9dd1a3130ff1cd9ac1cae2116a12871de199bb407c09d18f0cbf75e15dbd8,True,SEGMENT_ACTUAL,QUARTERLY_EARNINGS_RELEASE,True
