period,segment,filing_date,prior_sales_usd,volume_change_usd,price_realization_change_usd,currency_change_usd,mix_intersegment_other_change_usd,current_sales_usd,reported_change_usd,volume_contribution_pct,price_contribution_pct,currency_other_contribution_pct,reported_revenue_growth_pct,bridge_identity_error_usd,reported_change_error_usd,source_url,source_sha256,bridge_identity_pass,reported_change_pass
2022Q2,power_energy,2022-08-02,4975000000.0,363000000.0,260000000.0,-103000000.0,210000000.0,5705000000.0,730000000.0,7.296482412060302,5.226130653266332,2.150753768844221,14.673366834170864,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823022000178/ex991toformcat2q2022earnin.htm,248af024ab18d2967c406bdf0dae96a41b4ab8f62fcf94921dc2e06d7a2856dc,True,True
2022Q2,resource,2022-08-02,2547000000.0,140000000.0,317000000.0,-33000000.0,-10000000.0,2961000000.0,414000000.0,5.496662740478995,12.446014919513154,-1.6882606988614057,16.254416961130744,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823022000178/ex991toformcat2q2022earnin.htm,248af024ab18d2967c406bdf0dae96a41b4ab8f62fcf94921dc2e06d7a2856dc,True,True
2022Q3,construction,2022-10-27,5255000000.0,423000000.0,781000000.0,-229000000.0,46000000.0,6276000000.0,1021000000.0,8.049476688867745,14.862036156041865,-3.482397716460514,19.429115128449098,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823022000216/ex991toformcat3q2022earnin.htm,e146e56202eb27f25a3a786b1f10177bc4637423eb342919ea33e2687590b6b4,True,True
2022Q3,power_energy,2022-10-27,5077000000.0,618000000.0,409000000.0,-171000000.0,253000000.0,6186000000.0,1109000000.0,12.172542840259997,8.05593854638566,1.6151270435296436,21.843608430175294,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823022000216/ex991toformcat3q2022earnin.htm,e146e56202eb27f25a3a786b1f10177bc4637423eb342919ea33e2687590b6b4,True,True
2022Q3,resource,2022-10-27,2366000000.0,338000000.0,443000000.0,-59000000.0,-1000000.0,3087000000.0,721000000.0,14.285714285714285,18.723584108199493,-2.53592561284869,30.47337278106508,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823022000216/ex991toformcat3q2022earnin.htm,e146e56202eb27f25a3a786b1f10177bc4637423eb342919ea33e2687590b6b4,True,True
2022Q4,construction,2023-01-31,5736000000.0,508000000.0,896000000.0,-279000000.0,-16000000.0,6845000000.0,1109000000.0,8.856345885634589,15.620641562064156,-5.142956764295676,19.33403068340307,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000005/cat_exx991x4qx2022xearning.htm,c839af4973947ac020509951a9b6566037bdae2c25589a9ed2c4f46c0b9a26fd,True,True
2022Q4,power_energy,2023-01-31,5728000000.0,658000000.0,432000000.0,-173000000.0,178000000.0,6823000000.0,1095000000.0,11.487430167597765,7.5418994413407825,0.08729050279329609,19.116620111731848,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000005/cat_exx991x4qx2022xearning.htm,c839af4973947ac020509951a9b6566037bdae2c25589a9ed2c4f46c0b9a26fd,True,True
2022Q4,resource,2023-01-31,2719000000.0,367000000.0,404000000.0,-68000000.0,14000000.0,3436000000.0,717000000.0,13.497609415226187,14.858403824935637,-1.986024273630011,26.36998896653182,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000005/cat_exx991x4qx2022xearning.htm,c839af4973947ac020509951a9b6566037bdae2c25589a9ed2c4f46c0b9a26fd,True,True
2023Q1,construction,2023-04-27,6115000000.0,-173000000.0,942000000.0,-151000000.0,13000000.0,6746000000.0,631000000.0,-2.829108748977923,15.404742436631235,-2.256745707277187,10.318887980376118,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000017/ex991toformcat1q2023earnin.htm,06dde24d9dfa205da3f2e76bd5f780f8b33ca55dbc5a2e9dc4244ce297158489,True,True
2023Q1,power_energy,2023-04-27,5038000000.0,621000000.0,480000000.0,-78000000.0,193000000.0,6254000000.0,1216000000.0,12.326319968241366,9.527590313616514,2.2826518459706233,24.136562127828512,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000017/ex991toformcat1q2023earnin.htm,06dde24d9dfa205da3f2e76bd5f780f8b33ca55dbc5a2e9dc4244ce297158489,True,True
2023Q1,resource,2023-04-27,2830000000.0,157000000.0,472000000.0,-29000000.0,-3000000.0,3427000000.0,597000000.0,5.5477031802120145,16.67844522968198,-1.1307420494699647,21.095406360424022,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000017/ex991toformcat1q2023earnin.htm,06dde24d9dfa205da3f2e76bd5f780f8b33ca55dbc5a2e9dc4244ce297158489,True,True
2023Q2,construction,2023-08-01,6033000000.0,606000000.0,629000000.0,-105000000.0,-9000000.0,7154000000.0,1121000000.0,10.044753853804078,10.425990386209183,-1.8896071606166087,18.581137079396655,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000044/ex991toformcat2q2023earnin.htm,6e38cb47a4b994e94b7b40fd1e730a33b2c21d1af6cf7fbb13d939c5f17dc20c,True,True
2023Q2,power_energy,2023-08-01,5705000000.0,932000000.0,417000000.0,-32000000.0,197000000.0,7219000000.0,1514000000.0,16.33654688869413,7.309377738825591,2.892199824715162,26.538124452234896,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000044/ex991toformcat2q2023earnin.htm,6e38cb47a4b994e94b7b40fd1e730a33b2c21d1af6cf7fbb13d939c5f17dc20c,True,True
2023Q2,resource,2023-08-01,2961000000.0,250000000.0,375000000.0,-47000000.0,24000000.0,3563000000.0,602000000.0,8.443093549476528,12.664640324214794,-0.7767646065518407,20.330969267139494,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000044/ex991toformcat2q2023earnin.htm,6e38cb47a4b994e94b7b40fd1e730a33b2c21d1af6cf7fbb13d939c5f17dc20c,True,True
2023Q3,construction,2023-10-31,6276000000.0,62000000.0,662000000.0,21000000.0,-22000000.0,6999000000.0,723000000.0,0.9878903760356916,10.548119821542384,-0.015933715742511154,11.520076481835574,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,True,True
2023Q3,power_energy,2023-10-31,6186000000.0,415000000.0,298000000.0,45000000.0,-85000000.0,6859000000.0,673000000.0,6.708697057872616,4.8173294536049145,-0.6466214031684449,10.879405108309086,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,True,True
2023Q3,resource,2023-10-31,3087000000.0,-81000000.0,336000000.0,-9000000.0,18000000.0,3351000000.0,264000000.0,-2.623906705539359,10.884353741496598,0.2915451895043732,8.551992225461618,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000054/ex991toformcat3q2023earnin.htm,78a7aa281404d3f76b7466dc1941991551e544109ec60bf31bf9c61fb9da1e2f,True,True
2023Q4,construction,2024-02-05,6845000000.0,-809000000.0,445000000.0,38000000.0,0.0,6519000000.0,-326000000.0,-11.818845872899928,6.501095690284879,0.5551497443389336,-4.76260043827611,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,True,True
2023Q4,power_energy,2024-02-05,6823000000.0,561000000.0,305000000.0,54000000.0,-74000000.0,7669000000.0,846000000.0,8.222189652645463,4.470174410083541,-0.29312619082515023,12.39923787190385,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,True,True
2023Q4,resource,2024-02-05,3436000000.0,-440000000.0,239000000.0,8000000.0,-1000000.0,3242000000.0,-194000000.0,-12.805587892898721,6.955762514551804,0.2037252619324796,-5.646100116414431,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000005/cat_exx991x4qx2023xearning.htm,55054c63462cad2ff82c7a3c589e364c901566db0588b0a96b1c6fed01c1c513,True,True
2024Q1,construction,2024-04-25,6746000000.0,-464000000.0,199000000.0,-22000000.0,-35000000.0,6424000000.0,-322000000.0,-6.878150014823599,2.949896234805811,-0.8449451526830715,-4.773198932700865,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,True,True
2024Q1,power_energy,2024-04-25,6254000000.0,231000000.0,202000000.0,-1000000.0,-5000000.0,6681000000.0,427000000.0,3.693636072913335,3.2299328429804923,-0.09593859929645027,6.827630316597393,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,True,True
2024Q1,resource,2024-04-25,3427000000.0,-425000000.0,173000000.0,-11000000.0,29000000.0,3193000000.0,-234000000.0,-12.401517362124306,5.048147067405894,0.5252407353370294,-6.828129559381381,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000016/ex991toformcat1q2024earnin.htm,f8c29528b8aadd91965ff51b176f5291e2a21b87daaa1e2a23ffc74e92572f2a,True,True
2024Q2,construction,2024-08-06,7154000000.0,-588000000.0,178000000.0,-55000000.0,-6000000.0,6683000000.0,-471000000.0,-8.21917808219178,2.488118535085267,-0.8526698350573106,-6.583729382163824,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,True,True
2024Q2,power_energy,2024-08-06,7219000000.0,-129000000.0,264000000.0,-12000000.0,-5000000.0,7337000000.0,118000000.0,-1.7869511012605623,3.6570162072309182,-0.23548968001108186,1.6345754259592837,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,True,True
2024Q2,resource,2024-08-06,3563000000.0,-475000000.0,133000000.0,-9000000.0,-6000000.0,3206000000.0,-357000000.0,-13.331462250912152,3.732809430255403,-0.4209935447656469,-10.019646365422403,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000042/ex991toformcat2q2024earnin.htm,5b83c4d2db213e567a4a1b4bdfdc8d132172846c8a84aa8b62660f51e432725d,True,True
2024Q3,construction,2024-10-30,6999000000.0,-458000000.0,-147000000.0,-64000000.0,15000000.0,6345000000.0,-654000000.0,-6.543791970281469,-2.100300042863266,-0.7001000142877554,-9.344192027432484,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,True,True
2024Q3,power_energy,2024-10-30,6859000000.0,57000000.0,213000000.0,-20000000.0,78000000.0,7187000000.0,328000000.0,0.8310249307479225,3.1054089517422367,0.845604315497886,4.782038197988044,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,True,True
2024Q3,resource,2024-10-30,3351000000.0,-352000000.0,38000000.0,-11000000.0,2000000.0,3028000000.0,-323000000.0,-10.5043270665473,1.1339898537749926,-0.26857654431512984,-9.638913757087437,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823024000050/ex991toformcat3q2024earnin.htm,879fcf61d952b6db02627011c07afe6025852b9e73c64654eea1f5541071dcbf,True,True
2024Q4,construction,2025-01-30,6519000000.0,-227000000.0,-300000000.0,-2000000.0,13000000.0,6003000000.0,-516000000.0,-3.4821291609142504,-4.601932811780948,0.1687375364319681,-7.915324436263234,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,True,True
2024Q4,power_energy,2025-01-30,7669000000.0,-301000000.0,221000000.0,8000000.0,52000000.0,7649000000.0,-20000000.0,-3.924892424044856,2.881731646890077,0.7823705828660842,-0.26079019428870254,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,True,True
2024Q4,resource,2025-01-30,3242000000.0,-316000000.0,26000000.0,3000000.0,7000000.0,2962000000.0,-280000000.0,-9.747069710055522,0.8019740900678594,0.30845157310302285,-8.63664404688464,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000004/cat_exx991x4qx2024xearning.htm,f23d6e2e23e7adb846b768ccdeb6a6f1d559790ae267976593d67ef60417863f,True,True
2025Q1,construction,2025-04-30,6424000000.0,-820000000.0,-355000000.0,-98000000.0,33000000.0,5184000000.0,-1240000000.0,-12.764632627646327,-5.526151930261519,-1.0118306351183064,-19.302615193026156,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,True,True
2025Q1,power_energy,2025-04-30,6681000000.0,-175000000.0,155000000.0,-69000000.0,-24000000.0,6568000000.0,-113000000.0,-2.619368358030235,2.320011974255351,-1.3920071845532105,-1.6913635683281,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,True,True
2025Q1,resource,2025-04-30,3193000000.0,-179000000.0,-50000000.0,-46000000.0,-34000000.0,2884000000.0,-309000000.0,-5.606013153773881,-1.5659254619480114,-2.505480739116818,-9.677419354838719,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000013/ex991toformcat1q2025earnin.htm,5b6d13d67021e560d0f50935fe0d2ac80d6fab305561b8fbf0058823967ddad4,True,True
2025Q2,construction,2025-08-05,6683000000.0,-83000000.0,-459000000.0,9000000.0,40000000.0,6190000000.0,-493000000.0,-1.241957204848122,-6.86817297620829,0.7332036510549155,-7.376926530001498,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,True,True
2025Q2,power_energy,2025-08-05,7337000000.0,326000000.0,139000000.0,15000000.0,19000000.0,7836000000.0,499000000.0,4.44323292899005,1.8945072918086412,0.4634046613057108,6.801144882104396,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,True,True
2025Q2,resource,2025-08-05,3206000000.0,-13000000.0,-94000000.0,-11000000.0,-1000000.0,3087000000.0,-119000000.0,-0.40548970679975044,-2.9320024953212727,-0.37429819089207733,-3.7117903930131035,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/ex991toformcat2q2025earnin.htm,abf5f87dd74f963b81e05c0f327b5e0e3e7e3a2542f90ff2112365a22cc42433,True,True
2025Q3,construction,2025-10-29,6345000000.0,568000000.0,-262000000.0,69000000.0,40000000.0,6760000000.0,415000000.0,8.951930654058314,-4.1292356185973205,1.7178881008668243,6.540583136327811,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,True,True
2025Q3,power_energy,2025-10-29,7187000000.0,870000000.0,132000000.0,52000000.0,156000000.0,8397000000.0,1210000000.0,12.10518992625574,1.836649506052595,2.894114373173786,16.835953805482134,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,True,True
2025Q3,resource,2025-10-29,3048000000.0,138000000.0,-61000000.0,4000000.0,-19000000.0,3110000000.0,62000000.0,4.52755905511811,-2.0013123359580054,-0.4921259842519685,2.034120734908143,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000043/ex991toformcat3q2025earnin.htm,7c38b93619fcb1a1b9458ebac2078de4438c5aa5cd40328a8eee646cb549c7c5,True,True
2025Q4,construction,2026-01-29,6003000000.0,903000000.0,-60000000.0,44000000.0,36000000.0,6926000000.0,923000000.0,15.04247876061969,-0.9995002498750625,1.3326669998334166,15.375645510578039,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,True,True
2025Q4,power_energy,2026-01-29,7649000000.0,1380000000.0,166000000.0,64000000.0,141000000.0,9400000000.0,1751000000.0,18.041574061968884,2.1702183291933586,2.6800889005098703,22.89188129167212,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,True,True
2025Q4,resource,2026-01-29,2980000000.0,459000000.0,-67000000.0,7000000.0,-26000000.0,3353000000.0,373000000.0,15.40268456375839,-2.248322147651007,-0.6375838926174496,12.516778523489933,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/cat_exx991x4qx2025xearning.htm,3c023aaff984fc877928611937154a40bb632a145dcb2041a780c90b8da1b27f,True,True
2026Q1,construction,2026-04-30,5184000000.0,1459000000.0,356000000.0,143000000.0,19000000.0,7161000000.0,1977000000.0,28.144290123456788,6.867283950617284,3.125,38.136574074074076,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,True,True
2026Q1,power_energy,2026-04-30,5783000000.0,840000000.0,108000000.0,111000000.0,189000000.0,7031000000.0,1248000000.0,14.525332872211655,1.867542797855784,5.187618882932734,21.58049455300018,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,True,True
2026Q1,resource,2026-04-30,3661000000.0,85000000.0,-39000000.0,78000000.0,12000000.0,3797000000.0,136000000.0,2.3217700081944823,-1.0652827096421742,2.4583447145588635,3.7148320131111774,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000017/ex991toformcat1q2026earnin.htm,27ec27a688174183b26761862140084e799df624c5cb0ecd8f6823de84192903,True,True
2026Q2,construction,2026-08-04,6190000000.0,1755000000.0,309000000.0,74000000.0,18000000.0,8346000000.0,2156000000.0,28.352180936995154,4.991922455573505,1.4862681744749595,34.83037156704364,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,True,True
2026Q2,power_energy,2026-08-04,7037000000.0,736000000.0,212000000.0,53000000.0,200000000.0,8238000000.0,1201000000.0,10.459002415802189,3.0126474349865,3.5952820804320025,17.06693193122068,0.0,0.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000040/ex991toformcat2q2026earnin.htm,2539b5761894163928553d200c8c219f97702cb454b97abccb3e2ff74a3dd1fd,True,True
