candidate_block_id,semantic_candidate_id,ticker,source_kind,primary_root_cause,secondary_reasons
4c4ff69581a729185163,96101906e7a580abfc83,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,9b53bd7a46dd9dfb8605,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,38028e15974b872a6a81,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,3286306ef429f27c908d,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,889a6c13d11a336f3f4b,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,bef4297fdd18592dcb0b,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,75e7e8456bc5545418a5,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,c6034c33555466a35692,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,d4dba9cbb6c9be1418ed,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,6dd0341c46341d850a9f,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,4083e38b36bd05e3d63c,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,25bb7c5e8b1bb7b6997a,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,991e12b71d5a744e29b4,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,6c41efeee84b1b672c4c,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,7f2e042dc2c87037428b,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,d7abd3b12df6f5fa742e,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,004970fe0d6f096a92e4,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,a244def84387281ba818,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,33a7e78542a71666f426,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,5b3fe4c3b59a1da5e474,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,9b2f03d4d2bc532c8ffa,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,8b7ced2ccd105aa1d3c1,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,cd4adcf572fc9b374f4d,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,ba6a79e628722f8f2196,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,6e98605b27d8d45c4b7d,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,ddc589d36c08a81cbec1,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4c4ff69581a729185163,261e68c6c60b893db2b9,AA,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
581d8c1efb263faa0518,60cf0322d6a816f336b9,AA,SEC_10Q,NO_SAFE_FINAL_BINDING,
581d8c1efb263faa0518,4b58ac132c0d5ae5ec97,AA,SEC_10Q,NO_SAFE_FINAL_BINDING,
c694da5f434509aa5313,8dcc7e23850df6a0d4db,AA,SEC_10Q,NO_SAFE_FINAL_BINDING,
332d2f138131ff786efc,b3ad0a4a10afd010e21e,AA,SEC_10Q,LAYOUT_ROUTED_MIXED,
e8272ba4ad9d342dfdcc,e20f5e3a464f6fe49af3,AACO,SEC_10K,NO_SAFE_FINAL_BINDING,
f54401885264ecf6914b,a9ec5ecd539cf164310c,AACO,SEC_10K,NO_SAFE_FINAL_BINDING,
52b3fe74a152c979b894,cdd8fa644741e93baad2,AACO,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
1bfcc4685abe26c59c9f,7651554e3c5c8e69244e,AACO,SEC_10Q,NO_SAFE_FINAL_BINDING,
38c12e6063ca114e9c9c,8548c4bf2e84ae36b066,AACO,SEC_10Q,NO_SAFE_FINAL_BINDING,
5bdc6ec1822f5c97aad7,d6e557876d4955c06205,AAL,COMPANY_IR,NO_SAFE_FINAL_BINDING,
5bdc6ec1822f5c97aad7,f30f1309784e994c48d0,AAL,COMPANY_IR,NO_SAFE_FINAL_BINDING,
5bdc6ec1822f5c97aad7,62fb93d7b4268559f472,AAL,COMPANY_IR,NO_SAFE_FINAL_BINDING,
32c6a8cb2d78118df6ad,ef13947ef009cea6bce5,AAL,COMPANY_IR,NO_SAFE_FINAL_BINDING,
32c6a8cb2d78118df6ad,9bbcc6091a0ca1038dd4,AAL,COMPANY_IR,NO_SAFE_FINAL_BINDING,
89da00b6cdb30792b2c6,ff28a84ecd5692482378,AAL,COMPANY_IR,LAYOUT_ROUTED_MIXED,NO_SAFE_FINAL_BINDING
55f84a44dc0c6a0b20b2,98ec4cad8cda7355be39,AAL,SEC_10K,NO_SAFE_FINAL_BINDING,
5937afd6e2b778dcebc2,f4a687f082f29ad271f1,AAL,SEC_10K,NO_SAFE_FINAL_BINDING,
acff8ae74ef3168ccc24,5c0aaf8c598f92ec59bc,AAL,SEC_10K,LAYOUT_ROUTED_MIXED,
acff8ae74ef3168ccc24,03d3d0d5f4fe13cb35a2,AAL,SEC_10K,LAYOUT_ROUTED_MIXED,
acff8ae74ef3168ccc24,b80b9c72ae01d8bebdd9,AAL,SEC_10K,LAYOUT_ROUTED_MIXED,
764cfad2cb4fd2d87381,7fe8461ae360fd0c7467,AAL,SEC_10Q,NO_SAFE_FINAL_BINDING,
764cfad2cb4fd2d87381,efe4fd7073910fab7158,AAL,SEC_10Q,NO_SAFE_FINAL_BINDING,
9f09aa396abc2ad4497e,60a29db330353b085362,AAL,SEC_10Q,NO_SAFE_FINAL_BINDING,
f04b1593064d864f1c60,c75b9744a3b2f120203f,AAL,SEC_10Q,LAYOUT_ROUTED_MIXED,NO_SAFE_FINAL_BINDING
0209e45d30b7d8288f96,7d3b4884c69891838564,AAOI,COMPANY_IR,NO_SAFE_FINAL_BINDING,
0209e45d30b7d8288f96,14b216c59ef0be9052d8,AAOI,COMPANY_IR,NO_SAFE_FINAL_BINDING,
46d7c0d6e56d124b95fa,d5bb62602dbf8acc5bba,AAOI,COMPANY_IR,NO_SAFE_FINAL_BINDING,
46d7c0d6e56d124b95fa,a64c3ae4347c2f71b929,AAOI,COMPANY_IR,NO_SAFE_FINAL_BINDING,
741976e0a0c113012e1a,c97b2761659cf9260f94,AAOI,COMPANY_IR,NO_SAFE_FINAL_BINDING,
741976e0a0c113012e1a,73079c6127680b37d129,AAOI,COMPANY_IR,NO_SAFE_FINAL_BINDING,
a17b63b685797c7ef7a0,558f46d30ac5d4daf3ea,AAOI,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
a17b63b685797c7ef7a0,ca5933d02028f8ef8a0c,AAOI,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
a17b63b685797c7ef7a0,236cae52d583a6e3974c,AAOI,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
fc5a32368f3e6a934102,ee79354606df3a8ab43c,AAOI,SEC_10K,NO_SAFE_FINAL_BINDING,
0e3c12551b2895487101,c48bbf2dc98f3ae61bef,AAOI,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
0e3c12551b2895487101,5f763764a893153d6674,AAOI,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
0e3c12551b2895487101,ce55805f1ef965337952,AAOI,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
0e3c12551b2895487101,1570ed15dfe50c717fbc,AAOI,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
0e3c12551b2895487101,6a0c33c4239d77a6194d,AAOI,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
54b2bd69b8065ee53f0b,3e3790c34309446c453b,AAOI,SEC_10Q,NO_SAFE_FINAL_BINDING,
2a4fba7c0feb754a227e,dd46d7b20d501bfa710f,AAOI,SEC_10Q,NO_SAFE_FINAL_BINDING,
2a4fba7c0feb754a227e,afe85281f3f23fa33bda,AAOI,SEC_10Q,NO_SAFE_FINAL_BINDING,
49535c1de78285aad7bf,4517718b966051882163,AAOI,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
402ecff577fb480d557f,fca7a95066b30ae442a4,AAON,COMPANY_IR,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE,
402ecff577fb480d557f,2ba774c8b31e2b1bac20,AAON,COMPANY_IR,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE,
402ecff577fb480d557f,4c4408ba0fdb1b847b7c,AAON,COMPANY_IR,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE,
402ecff577fb480d557f,5630413cec3f709a43e4,AAON,COMPANY_IR,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE,
402ecff577fb480d557f,217d46b85c9164f98e3c,AAON,COMPANY_IR,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE,
402ecff577fb480d557f,2ea191825a49508d8163,AAON,COMPANY_IR,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE,
cb48f3d1bb9dc982857b,9adf29964f9eb25d72a6,AAON,COMPANY_IR,NO_SAFE_FINAL_BINDING,
cb48f3d1bb9dc982857b,9b802489bd0897669b6b,AAON,COMPANY_IR,NO_SAFE_FINAL_BINDING,
e2cf1169b95fa26216b7,84661f086adb6dbb318a,AAON,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
e2cf1169b95fa26216b7,db6672d836f9be31b41f,AAON,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
27aa97ac1056f3051b36,e2fe5a83c395aaecbc3e,AAON,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
27aa97ac1056f3051b36,d3d3f4b979af945c7a71,AAON,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
27aa97ac1056f3051b36,60a012505d1af6783876,AAON,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
27aa97ac1056f3051b36,59ea99ce070a711ed076,AAON,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
ba4f2dc4cda6540d5cdd,ad44a4592cd895902026,AAON,SEC_10K,NO_SAFE_FINAL_BINDING,
ba4f2dc4cda6540d5cdd,223684c8ea1478ac6f1d,AAON,SEC_10K,NO_SAFE_FINAL_BINDING,
4d6486866d02f1f665cd,ba086fd0d130963ba652,AAON,SEC_10K,NO_SAFE_FINAL_BINDING,
f76a63cee54bc85d394a,74871675d980fad06857,AAON,SEC_10K,NO_SAFE_FINAL_BINDING,
756b47427fb7a90136a7,885eeede735780be6c03,AAON,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
eaae01278960944c8b2a,aeff4df458c3effd3e56,AAON,SEC_10K,NO_SAFE_FINAL_BINDING,
eaae01278960944c8b2a,edd1eeeeac51afa85284,AAON,SEC_10K,NO_SAFE_FINAL_BINDING,
d84e148df5e84cf384fc,77e8fc66de446857e108,AAON,SEC_10Q,NO_SAFE_FINAL_BINDING,
af61d8e9541e90a2b321,852c1fc9f57420a87a38,AAON,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
3d3d8033538c0c1e4246,f9110232eff0163e1529,AARD,COMPANY_IR,NO_SAFE_FINAL_BINDING,
bbd81d30188646ef4298,900ef11e8d9e7ac8dddb,AARD,SEC_10K,NO_SAFE_FINAL_BINDING,
bbd81d30188646ef4298,04e28113ff9a369c2973,AARD,SEC_10K,NO_SAFE_FINAL_BINDING,
94c6806b5d7f9a64f43e,0684a7dbc35392fe2ec5,AARD,SEC_10K,TOP1_TOP2_MARGIN_BELOW_THRESHOLD,
d2617efb6d4433717995,a8ffc9764c1d371f4430,AARD,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
d2617efb6d4433717995,634579a77807a7bf0401,AARD,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
b5b54d720bd88cbc9595,948bfaf01ea936b1f870,AARD,SEC_10Q,NO_SAFE_FINAL_BINDING,
a424cfea2d5e02cd796d,285625043db5867bbb8c,AARD,SEC_10Q,TOP1_TOP2_MARGIN_BELOW_THRESHOLD,
1e46e09be3db8bab75a4,40acf77aeea6cce2b1d0,AARD,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
c6cbd0999e6b858c2509,f866dd01b1f22175122f,ABAT,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
8529959a45d03af64443,1f6650d9d552ec400d82,ABAT,COMPANY_IR,NO_SAFE_FINAL_BINDING,
8529959a45d03af64443,f912ce6f3109b75dcdcb,ABAT,COMPANY_IR,NO_SAFE_FINAL_BINDING,
8529959a45d03af64443,848be51456f7015b88b6,ABAT,COMPANY_IR,NO_SAFE_FINAL_BINDING,
59ef61507a0d1dd74345,112e6d0debd6ebe0ca3b,ABAT,COMPANY_IR,NO_SAFE_FINAL_BINDING,
e04d46cd3abc50926355,cfbc575327382842a190,ABAT,COMPANY_IR,NO_SAFE_FINAL_BINDING,
b1a58016815815d8409e,e74d63ab94185dd88d59,ABAT,SEC_10K,NO_SAFE_FINAL_BINDING,
b1a58016815815d8409e,856217ba51b95df135df,ABAT,SEC_10K,NO_SAFE_FINAL_BINDING,
3cfe153032ea8106dc55,bf33d4378495da8b3908,ABAT,SEC_10K,NO_SAFE_FINAL_BINDING,
88731cc47aee22864981,fa09b6abb2119e3d9745,ABAT,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
88731cc47aee22864981,9c723f03f6aac43c029b,ABAT,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
3c715b9971258665884a,c4bdc4618110fcb03858,ABAT,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
3c715b9971258665884a,a0d0d81379f3a8edccde,ABAT,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
3c715b9971258665884a,ed4c4aea8fffb7f167e8,ABAT,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
1bcf6e091a2f7ee2a193,5d991d4f6e8fc7995f02,ABAT,SEC_10Q,NO_SAFE_FINAL_BINDING,
4f7bde74f68c57ba2160,b7129b6a197f55db8518,ABAT,SEC_10Q,NO_SAFE_FINAL_BINDING,
4f7bde74f68c57ba2160,671b4926ab15861a45ef,ABAT,SEC_10Q,NO_SAFE_FINAL_BINDING,
df6df87713c6125c771e,03a22837a6ef57614008,ABCB,COMPANY_IR,NO_SAFE_FINAL_BINDING,
b387da7e2275a04cadb7,720b33b5603f27a6d84c,ABCB,COMPANY_IR,NO_SAFE_FINAL_BINDING,
b7d6efdb4a2804f0fb21,89e2c01c6c8121e2ba3f,ABCB,COMPANY_IR,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
8a45241b423aed8d575e,69a81013d4e464de6a00,ABCB,SEC_10K,NO_SAFE_FINAL_BINDING,
bc71e9e6355d6deb7c8c,9f10b3c60d2e5e8f873b,ABCB,SEC_10K,LAYOUT_ROUTED_MIXED,NO_SAFE_FINAL_BINDING
e05fecb7d197584102ad,efef34005d8363f945a0,ABCB,SEC_10K,NO_SAFE_FINAL_BINDING,
b211cfff8dea08c74c6b,e19a87f45c0e5cd4bdef,ABCB,SEC_10Q,NO_SAFE_FINAL_BINDING,
b7fcf9da75e3df974253,f32a723bbff30d15157d,ABCB,SEC_10Q,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE,
0f75e5865d837445b1d7,292794a37a3994923022,ABCB,SEC_10Q,LAYOUT_ROUTED_MIXED,NO_SAFE_FINAL_BINDING
aadea8d4292c6e1ad112,23267ab057a8ccc40781,ABCL,COMPANY_IR,TOP1_TOP2_MARGIN_BELOW_THRESHOLD,
79bd21d4999ae17fe6fe,9d2060482493f92da926,ABCL,SEC_10K,NO_SAFE_FINAL_BINDING,
37793c9a3a2355ff747b,93c4999012959da9fd6a,ABCL,SEC_10K,NO_SAFE_FINAL_BINDING,
37793c9a3a2355ff747b,8336e4f71c75feb84f22,ABCL,SEC_10K,NO_SAFE_FINAL_BINDING,
2545492185e047844687,cf6c80804155792f007c,ABCL,SEC_10K,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
04f5d7f556f20c68aae1,f936d82592fa96d5e7c6,ABCL,SEC_10Q,NO_SAFE_FINAL_BINDING,
5ab5f47d2361f3009cb5,88f2071b419274a4a19f,ABCL,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
5ab5f47d2361f3009cb5,0b0a55b07f6e2957d660,ABCL,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
5ab5f47d2361f3009cb5,7f5def74249b7d0e0d13,ABCL,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
5ab5f47d2361f3009cb5,5c642af80f8f6875500e,ABCL,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
5ab5f47d2361f3009cb5,976a5c40e0e1009f2033,ABCL,SEC_10Q,LAYOUT_ROUTED_MIXED,FINANCIAL_GRID_ROUTED_BEFORE_TEXT_IE
4bc1f910430700362731,3898a53041a7cf9e87b3,ABCL,SEC_10Q,NO_SAFE_FINAL_BINDING,
